nivel,grupo,n_L,n_R,n_sin_lado,bilateral_disponible,odor_left,odor_right,uniform,sham,L_sham,R_sham,U_sham,impar,comun,R_uniform,L_uniform
tipo,LAL170,1,1,0,True,2e-323,2e-323,2e-323,2e-323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tipo,LAL171,1,1,0,True,1.4268916453384169e-05,1.4268919652943142e-05,1.4268919542918223e-05,1.426891843853953e-05,-1.9851553618310683e-12,1.2144036115797376e-12,1.1043786921066797e-12,-1.599779486705403e-12,-3.853758759726983e-13,1.1002491947305782e-13,-3.089534053937748e-12
tipo,LAL172,0,0,2,False,,,,,,,,,,,
tipo,LAL173,0,0,4,False,,,,,,,,,,,
tipo,LAL175,0,0,4,False,,,,,,,,,,,
tipo,LAL176,0,0,2,False,,,,,,,,,,,
tipo,LAL177,0,0,2,False,,,,,,,,,,,
tipo,LAL179,0,0,6,False,,,,,,,,,,,
tipo,LAL180,0,0,4,False,,,,,,,,,,,
tipo,LAL181,0,0,2,False,,,,,,,,,,,
tipo,LAL182,0,0,2,False,,,,,,,,,,,
tipo,LAL183,0,0,2,False,,,,,,,,,,,
tipo,LAL184,0,0,2,False,,,,,,,,,,,
tipo,LAL185,0,0,4,False,,,,,,,,,,,
tipo,LAL186,0,0,2,False,,,,,,,,,,,
tipo,LAL187,0,0,2,False,,,,,,,,,,,
tipo,LAL188_a,0,0,4,False,,,,,,,,,,,
tipo,LAL188_b,0,0,4,False,,,,,,,,,,,
tipo,LAL189,0,0,6,False,,,,,,,,,,,
tipo,LAL190,0,0,2,False,,,,,,,,,,,
tipo,LAL191,0,0,2,False,,,,,,,,,,,
tipo,LAL192,0,0,2,False,,,,,,,,,,,
tipo,LAL193,0,0,2,False,,,,,,,,,,,
tipo,LAL194,0,0,4,False,,,,,,,,,,,
tipo,LAL195,0,0,2,False,,,,,,,,,,,
tipo,LAL196,0,0,6,False,,,,,,,,,,,
tipo,LAL197,0,0,2,False,,,,,,,,,,,
tipo,LAL198,0,0,2,False,,,,,,,,,,,
tipo,LAL199,0,0,2,False,,,,,,,,,,,
tipo,LAL200,0,0,2,False,,,,,,,,,,,
tipo,LAL203,0,0,4,False,,,,,,,,,,,
tipo,LAL204,0,0,2,False,,,,,,,,,,,
tipo,LAL205,0,0,2,False,,,,,,,,,,,
tipo,LAL206,0,0,4,False,,,,,,,,,,,
tipo,LAL207,0,0,2,False,,,,,,,,,,,
tipo,LAL208,0,0,2,False,,,,,,,,,,,
tipo,LAL300m,0,0,4,False,,,,,,,,,,,
tipo,LAL301m,0,0,4,False,,,,,,,,,,,
tipo,LAL302m,0,0,8,False,,,,,,,,,,,
tipo,LAL303m,0,0,5,False,,,,,,,,,,,
tipo,LAL304m,0,0,5,False,,,,,,,,,,,
tipo,LCNOp,0,0,2,False,,,,,,,,,,,
tipo,LCNOpm,0,0,2,False,,,,,,,,,,,
tipo,LH001m,0,0,4,False,,,,,,,,,,,
tipo,LH002m,0,0,9,False,,,,,,,,,,,
tipo,LH003m,0,0,6,False,,,,,,,,,,,
tipo,LH004m,0,0,6,False,,,,,,,,,,,
tipo,LH005m,0,0,2,False,,,,,,,,,,,
tipo,LH006m,0,0,7,False,,,,,,,,,,,
tipo,LH007m,0,0,8,False,,,,,,,,,,,
tipo,LH008m,0,0,11,False,,,,,,,,,,,
tipo,LHAD1a1,0,0,6,False,,,,,,,,,,,
tipo,LHAD1a2,0,0,14,False,,,,,,,,,,,
tipo,LHAD1a3,0,0,2,False,,,,,,,,,,,
tipo,LHAD1a4_a,0,0,4,False,,,,,,,,,,,
tipo,LHAD1a4_b,0,0,5,False,,,,,,,,,,,
tipo,LHAD1b1_b,0,0,8,False,,,,,,,,,,,
tipo,LHAD1b2,0,0,8,False,,,,,,,,,,,
tipo,LHAD1b2_b,0,0,6,False,,,,,,,,,,,
tipo,LHAD1b2_d,0,0,5,False,,,,,,,,,,,
tipo,LHAD1b3,0,0,4,False,,,,,,,,,,,
tipo,LHAD1b4,0,0,5,False,,,,,,,,,,,
tipo,LHAD1b5,0,0,12,False,,,,,,,,,,,
tipo,LHAD1c2,0,0,11,False,,,,,,,,,,,
tipo,LHAD1c2b,0,0,2,False,,,,,,,,,,,
tipo,LHAD1c3,0,0,5,False,,,,,,,,,,,
tipo,LHAD1d1,0,0,8,False,,,,,,,,,,,
tipo,LHAD1d2,0,0,4,False,,,,,,,,,,,
tipo,LHAD1f1,0,0,7,False,,,,,,,,,,,
tipo,LHAD1f2,0,0,2,False,,,,,,,,,,,
tipo,LHAD1f3_a,0,0,4,False,,,,,,,,,,,
tipo,LHAD1f3_b,0,0,5,False,,,,,,,,,,,
tipo,LHAD1f4,0,0,9,False,,,,,,,,,,,
tipo,LHAD1f5,0,0,4,False,,,,,,,,,,,
tipo,LHAD1g1,0,0,2,False,,,,,,,,,,,
tipo,LHAD1h1,0,0,2,False,,,,,,,,,,,
tipo,LHAD1i1,0,0,6,False,,,,,,,,,,,
tipo,LHAD1i2_b,0,0,7,False,,,,,,,,,,,
tipo,LHAD1j1,0,0,2,False,,,,,,,,,,,
tipo,LHAD1k1,0,0,2,False,,,,,,,,,,,
tipo,LHAD2b1,0,0,2,False,,,,,,,,,,,
tipo,LHAD2c1,0,0,3,False,,,,,,,,,,,
tipo,LHAD2c2,0,0,4,False,,,,,,,,,,,
tipo,LHAD2c3,0,0,6,False,,,,,,,,,,,
tipo,LHAD2d1,0,0,2,False,,,,,,,,,,,
tipo,LHAD2e1,0,0,2,False,,,,,,,,,,,
tipo,LHAD2e3,0,0,2,False,,,,,,,,,,,
tipo,LHAD3a1,0,0,4,False,,,,,,,,,,,
tipo,LHAD3a10,0,0,2,False,,,,,,,,,,,
tipo,LHAD3a8,0,0,4,False,,,,,,,,,,,
tipo,LHAD3b1_a,0,0,2,False,,,,,,,,,,,
tipo,LHAD3d4,0,0,2,False,,,,,,,,,,,
tipo,LHAD3d5,0,0,2,False,,,,,,,,,,,
tipo,LHAD3e1_a,0,0,4,False,,,,,,,,,,,
tipo,LHAD3f1_a,0,0,6,False,,,,,,,,,,,
tipo,LHAD3f1_b,0,0,4,False,,,,,,,,,,,
tipo,LHAD3g1,0,0,4,False,,,,,,,,,,,
tipo,LHAD4a1,0,0,2,False,,,,,,,,,,,
tipo,LHAV1a1,0,0,8,False,,,,,,,,,,,
tipo,LHAV1a3,0,0,12,False,,,,,,,,,,,
tipo,LHAV1a4,0,0,7,False,,,,,,,,,,,
tipo,LHAV1b1,0,0,4,False,,,,,,,,,,,
tipo,LHAV1b3,0,0,2,False,,,,,,,,,,,
tipo,LHAV1d1,0,0,4,False,,,,,,,,,,,
tipo,LHAV1d2,0,0,10,False,,,,,,,,,,,
tipo,LHAV1e1,0,0,2,False,,,,,,,,,,,
tipo,LHAV1f1,0,0,9,False,,,,,,,,,,,
tipo,LHAV2a2,0,0,9,False,,,,,,,,,,,
tipo,LHAV2a3,0,0,9,False,,,,,,,,,,,
tipo,LHAV2a5,0,0,3,False,,,,,,,,,,,
tipo,LHAV2b1,0,0,8,False,,,,,,,,,,,
tipo,LHAV2b10,0,0,7,False,,,,,,,,,,,
tipo,LHAV2b11,0,0,4,False,,,,,,,,,,,
tipo,LHAV2b2_a,0,0,9,False,,,,,,,,,,,
tipo,LHAV2b2_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV2b2_c,0,0,2,False,,,,,,,,,,,
tipo,LHAV2b2_d,0,0,2,False,,,,,,,,,,,
tipo,LHAV2b3,0,0,5,False,,,,,,,,,,,
tipo,LHAV2b4,0,0,10,False,,,,,,,,,,,
tipo,LHAV2b5,0,0,4,False,,,,,,,,,,,
tipo,LHAV2b6,0,0,6,False,,,,,,,,,,,
tipo,LHAV2b7_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV2b7_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV2b8,0,0,2,False,,,,,,,,,,,
tipo,LHAV2b9,0,0,2,False,,,,,,,,,,,
tipo,LHAV2c1,0,0,17,False,,,,,,,,,,,
tipo,LHAV2d1,0,0,2,False,,,,,,,,,,,
tipo,LHAV2e4_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV2f2_a,0,0,1,False,,,,,,,,,,,
tipo,LHAV2f2_b,0,0,6,False,,,,,,,,,,,
tipo,LHAV2g1,0,0,4,False,,,,,,,,,,,
tipo,LHAV2g2_a,0,0,7,False,,,,,,,,,,,
tipo,LHAV2g2_b,0,0,3,False,,,,,,,,,,,
tipo,LHAV2g3,0,0,6,False,,,,,,,,,,,
tipo,LHAV2g5,0,0,4,False,,,,,,,,,,,
tipo,LHAV2g6,0,0,3,False,,,,,,,,,,,
tipo,LHAV2h1,0,0,13,False,,,,,,,,,,,
tipo,LHAV2i4,0,0,5,False,,,,,,,,,,,
tipo,LHAV2j1,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k1,0,0,6,False,,,,,,,,,,,
tipo,LHAV2k10,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k11_a,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k12_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV2k12_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k13,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k5,0,0,5,False,,,,,,,,,,,
tipo,LHAV2k6,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k8,0,0,2,False,,,,,,,,,,,
tipo,LHAV2k9,0,0,8,False,,,,,,,,,,,
tipo,LHAV2m1,0,0,4,False,,,,,,,,,,,
tipo,LHAV2n1,0,0,2,False,,,,,,,,,,,
tipo,LHAV2o1,0,0,2,False,,,,,,,,,,,
tipo,LHAV2p1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3a1_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV3a1_c,0,0,2,False,,,,,,,,,,,
tipo,LHAV3b1,0,0,7,False,,,,,,,,,,,
tipo,LHAV3b12,0,0,2,False,,,,,,,,,,,
tipo,LHAV3b13,0,0,4,False,,,,,,,,,,,
tipo,LHAV3b2_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV3b2_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV3b2_c,0,0,4,False,,,,,,,,,,,
tipo,LHAV3b6_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV3b8,0,0,6,False,,,,,,,,,,,
tipo,LHAV3d1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3e1,0,0,4,False,,,,,,,,,,,
tipo,LHAV3e2,0,0,4,False,,,,,,,,,,,
tipo,LHAV3e3_a,0,0,2,False,,,,,,,,,,,
tipo,LHAV3e3_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV3e4_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV3e4_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV3e5,0,0,3,False,,,,,,,,,,,
tipo,LHAV3e6,0,0,3,False,,,,,,,,,,,
tipo,LHAV3f1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3g1,0,0,4,False,,,,,,,,,,,
tipo,LHAV3g2,0,0,4,False,,,,,,,,,,,
tipo,LHAV3h1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3i1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3j1,0,0,3,False,,,,,,,,,,,
tipo,LHAV3k1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3k2,0,0,2,False,,,,,,,,,,,
tipo,LHAV3k3,0,0,2,False,,,,,,,,,,,
tipo,LHAV3k4,0,0,2,False,,,,,,,,,,,
tipo,LHAV3k5,0,0,2,False,,,,,,,,,,,
tipo,LHAV3k6,0,0,2,False,,,,,,,,,,,
tipo,LHAV3m1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3n1,0,0,12,False,,,,,,,,,,,
tipo,LHAV3o1,0,0,6,False,,,,,,,,,,,
tipo,LHAV3p1,0,0,2,False,,,,,,,,,,,
tipo,LHAV3q1,0,0,2,False,,,,,,,,,,,
tipo,LHAV4a1_a,0,0,2,False,,,,,,,,,,,
tipo,LHAV4a1_b,0,0,8,False,,,,,,,,,,,
tipo,LHAV4a2,0,0,2,False,,,,,,,,,,,
tipo,LHAV4a4,0,0,17,False,,,,,,,,,,,
tipo,LHAV4a5,0,0,8,False,,,,,,,,,,,
tipo,LHAV4a6,0,0,2,False,,,,,,,,,,,
tipo,LHAV4a7,0,0,8,False,,,,,,,,,,,
tipo,LHAV4b1,0,0,5,False,,,,,,,,,,,
tipo,LHAV4b2,0,0,10,False,,,,,,,,,,,
tipo,LHAV4b4,0,0,6,False,,,,,,,,,,,
tipo,LHAV4c1,0,0,6,False,,,,,,,,,,,
tipo,LHAV4c2,0,0,9,False,,,,,,,,,,,
tipo,LHAV4d1,0,0,16,False,,,,,,,,,,,
tipo,LHAV4d4,0,0,4,False,,,,,,,,,,,
tipo,LHAV4d5,0,0,9,False,,,,,,,,,,,
tipo,LHAV4e1_a,0,0,2,False,,,,,,,,,,,
tipo,LHAV4e1_b,0,0,4,False,,,,,,,,,,,
tipo,LHAV4e2_b1,0,0,7,False,,,,,,,,,,,
tipo,LHAV4e2_b2,0,0,6,False,,,,,,,,,,,
tipo,LHAV4e4,0,0,4,False,,,,,,,,,,,
tipo,LHAV4e7_b,0,0,3,False,,,,,,,,,,,
tipo,LHAV4g1,0,0,10,False,,,,,,,,,,,
tipo,LHAV4g12,0,0,4,False,,,,,,,,,,,
tipo,LHAV4g13,0,0,4,False,,,,,,,,,,,
tipo,LHAV4g14,0,0,2,False,,,,,,,,,,,
tipo,LHAV4g17,0,0,2,False,,,,,,,,,,,
tipo,LHAV4g4_b,0,0,6,False,,,,,,,,,,,
tipo,LHAV4g6_a,0,0,5,False,,,,,,,,,,,
tipo,LHAV4g7_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV4g7_b,0,0,7,False,,,,,,,,,,,
tipo,LHAV4i1,0,0,4,False,,,,,,,,,,,
tipo,LHAV4j1,0,0,2,False,,,,,,,,,,,
tipo,LHAV4l1,0,0,2,False,,,,,,,,,,,
tipo,LHAV5a1,0,0,4,False,,,,,,,,,,,
tipo,LHAV5a10_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV5a2_a1,0,0,9,False,,,,,,,,,,,
tipo,LHAV5a2_a2,0,0,8,False,,,,,,,,,,,
tipo,LHAV5a2_a3,0,0,11,False,,,,,,,,,,,
tipo,LHAV5a2_a4,0,0,10,False,,,,,,,,,,,
tipo,LHAV5a2_b,0,0,6,False,,,,,,,,,,,
tipo,LHAV5a2_d,0,0,2,False,,,,,,,,,,,
tipo,LHAV5a4_a,0,0,3,False,,,,,,,,,,,
tipo,LHAV5a4_c,0,0,4,False,,,,,,,,,,,
tipo,LHAV5a6_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV5a6_b,0,0,6,False,,,,,,,,,,,
tipo,LHAV5a8,0,0,6,False,,,,,,,,,,,
tipo,LHAV5a9_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV5b1,0,0,4,False,,,,,,,,,,,
tipo,LHAV5b2,0,0,4,False,,,,,,,,,,,
tipo,LHAV5c1,0,0,4,False,,,,,,,,,,,
tipo,LHAV5d1,0,0,2,False,,,,,,,,,,,
tipo,LHAV5e1,0,0,2,False,,,,,,,,,,,
tipo,LHAV6a1,0,0,4,False,,,,,,,,,,,
tipo,LHAV6a3,0,0,11,False,,,,,,,,,,,
tipo,LHAV6a4,0,0,4,False,,,,,,,,,,,
tipo,LHAV6a5,0,0,6,False,,,,,,,,,,,
tipo,LHAV6a7,0,0,8,False,,,,,,,,,,,
tipo,LHAV6a8,0,0,2,False,,,,,,,,,,,
tipo,LHAV6b1,0,0,2,False,,,,,,,,,,,
tipo,LHAV6b3,0,0,11,False,,,,,,,,,,,
tipo,LHAV6b4,0,0,2,False,,,,,,,,,,,
tipo,LHAV6c1,0,0,9,False,,,,,,,,,,,
tipo,LHAV6e1,0,0,2,False,,,,,,,,,,,
tipo,LHAV6g1,0,0,2,False,,,,,,,,,,,
tipo,LHAV6h1,0,0,2,False,,,,,,,,,,,
tipo,LHAV6i2_b,0,0,2,False,,,,,,,,,,,
tipo,LHAV7a1,0,0,5,False,,,,,,,,,,,
tipo,LHAV7a1_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV7a1_b,0,0,3,False,,,,,,,,,,,
tipo,LHAV7a3,0,0,8,False,,,,,,,,,,,
tipo,LHAV7a4,0,0,9,False,,,,,,,,,,,
tipo,LHAV7a5,0,0,6,False,,,,,,,,,,,
tipo,LHAV7a6,0,0,2,False,,,,,,,,,,,
tipo,LHAV7a7,0,0,6,False,,,,,,,,,,,
tipo,LHAV7b1,0,0,11,False,,,,,,,,,,,
tipo,LHAV8a1,0,0,2,False,,,,,,,,,,,
tipo,LHAV9a1_a,0,0,4,False,,,,,,,,,,,
tipo,LHAV9a1_b,0,0,6,False,,,,,,,,,,,
tipo,LHAV9a1_c,0,0,6,False,,,,,,,,,,,
tipo,LHCENT1,0,0,2,False,,,,,,,,,,,
tipo,LHCENT10,0,0,4,False,,,,,,,,,,,
tipo,LHCENT11,0,0,2,False,,,,,,,,,,,
tipo,LHCENT12_a,0,0,2,False,,,,,,,,,,,
tipo,LHCENT12_b,0,0,4,False,,,,,,,,,,,
tipo,LHCENT13_a,0,0,4,False,,,,,,,,,,,
tipo,LHCENT13_b,0,0,3,False,,,,,,,,,,,
tipo,LHCENT13_c,0,0,3,False,,,,,,,,,,,
tipo,LHCENT13_d,0,0,2,False,,,,,,,,,,,
tipo,LHCENT14,0,0,2,False,,,,,,,,,,,
tipo,LHCENT2,0,0,2,False,,,,,,,,,,,
tipo,LHCENT3,0,0,2,False,,,,,,,,,,,
tipo,LHCENT4,0,0,2,False,,,,,,,,,,,
tipo,LHCENT5,0,0,2,False,,,,,,,,,,,
tipo,LHCENT6,0,0,2,False,,,,,,,,,,,
tipo,LHCENT8,0,0,4,False,,,,,,,,,,,
tipo,LHCENT9,0,0,2,False,,,,,,,,,,,
tipo,LHMB1,0,0,2,False,,,,,,,,,,,
tipo,LHPD1b1,0,0,2,False,,,,,,,,,,,
tipo,LHPD2a1,0,0,9,False,,,,,,,,,,,
tipo,LHPD2a2,0,0,10,False,,,,,,,,,,,
tipo,LHPD2a4_a,0,0,8,False,,,,,,,,,,,
tipo,LHPD2a4_b,0,0,4,False,,,,,,,,,,,
tipo,LHPD2a5_b,0,0,2,False,,,,,,,,,,,
tipo,LHPD2a6,0,0,8,False,,,,,,,,,,,
tipo,LHPD2b1,0,0,4,False,,,,,,,,,,,
tipo,LHPD2c1,0,0,2,False,,,,,,,,,,,
tipo,LHPD2c2,0,0,10,False,,,,,,,,,,,
tipo,LHPD2c6,0,0,4,False,,,,,,,,,,,
tipo,LHPD2c7,0,0,4,False,,,,,,,,,,,
tipo,LHPD2d1,0,0,2,False,,,,,,,,,,,
tipo,LHPD2d2,0,0,2,False,,,,,,,,,,,
tipo,LHPD3a2_a,0,0,8,False,,,,,,,,,,,
tipo,LHPD3a2_b,0,0,8,False,,,,,,,,,,,
tipo,LHPD3a2_c,0,0,4,False,,,,,,,,,,,
tipo,LHPD3a4_b,0,0,9,False,,,,,,,,,,,
tipo,LHPD3a4_c,0,0,9,False,,,,,,,,,,,
tipo,LHPD3a5,0,0,8,False,,,,,,,,,,,
tipo,LHPD3c1,0,0,3,False,,,,,,,,,,,
tipo,LHPD4a1,0,0,8,False,,,,,,,,,,,
tipo,LHPD4a2,0,0,4,False,,,,,,,,,,,
tipo,LHPD4b1,0,0,8,False,,,,,,,,,,,
tipo,LHPD4c1,0,0,2,False,,,,,,,,,,,
tipo,LHPD4d1,0,0,2,False,,,,,,,,,,,
tipo,LHPD4d2_b,0,0,2,False,,,,,,,,,,,
tipo,LHPD4e1_b,0,0,3,False,,,,,,,,,,,
tipo,LHPD5a1,0,0,2,False,,,,,,,,,,,
tipo,LHPD5b1,0,0,2,False,,,,,,,,,,,
tipo,LHPD5c1,0,0,2,False,,,,,,,,,,,
tipo,LHPD5d1,0,0,4,False,,,,,,,,,,,
tipo,LHPD5e1,0,0,4,False,,,,,,,,,,,
tipo,LHPD5f1,0,0,2,False,,,,,,,,,,,
tipo,LHPV10a1a,0,0,2,False,,,,,,,,,,,
tipo,LHPV10a1b,0,0,2,False,,,,,,,,,,,
tipo,LHPV10b1,0,0,2,False,,,,,,,,,,,
tipo,LHPV10c1,0,0,2,False,,,,,,,,,,,
tipo,LHPV10d1,0,0,2,False,,,,,,,,,,,
tipo,LHPV11a1,0,0,4,False,,,,,,,,,,,
tipo,LHPV12a1,0,0,2,False,,,,,,,,,,,
tipo,LHPV1c1,0,0,3,False,,,,,,,,,,,
tipo,LHPV1c2,0,0,2,False,,,,,,,,,,,
tipo,LHPV1d1,0,0,2,False,,,,,,,,,,,
tipo,LHPV2a1_a,0,0,6,False,,,,,,,,,,,
tipo,LHPV2a1_c,0,0,8,False,,,,,,,,,,,
tipo,LHPV2a1_d,0,0,5,False,,,,,,,,,,,
tipo,LHPV2a1_e,0,0,3,False,,,,,,,,,,,
tipo,LHPV2a2,0,0,2,False,,,,,,,,,,,
tipo,LHPV2a3,0,0,5,False,,,,,,,,,,,
tipo,LHPV2a4,0,0,6,False,,,,,,,,,,,
tipo,LHPV2a5,0,0,5,False,,,,,,,,,,,
tipo,LHPV2b1,0,0,5,False,,,,,,,,,,,
tipo,LHPV2b2_a,0,0,10,False,,,,,,,,,,,
tipo,LHPV2b3,0,0,14,False,,,,,,,,,,,
tipo,LHPV2b4,0,0,6,False,,,,,,,,,,,
tipo,LHPV2b5,0,0,5,False,,,,,,,,,,,
tipo,LHPV2c1_a,0,0,4,False,,,,,,,,,,,
tipo,LHPV2c2,0,0,7,False,,,,,,,,,,,
tipo,LHPV2c4,0,0,4,False,,,,,,,,,,,
tipo,LHPV2c5,0,0,7,False,,,,,,,,,,,
tipo,LHPV2d1,0,0,4,False,,,,,,,,,,,
tipo,LHPV2e1_a,0,0,10,False,,,,,,,,,,,
tipo,LHPV2g1,0,0,4,False,,,,,,,,,,,
tipo,LHPV2h1,0,0,2,False,,,,,,,,,,,
tipo,LHPV2i1,0,0,3,False,,,,,,,,,,,
tipo,LHPV2i2_a,0,0,2,False,,,,,,,,,,,
tipo,LHPV2i2_b,0,0,2,False,,,,,,,,,,,
tipo,LHPV3a1,0,0,4,False,,,,,,,,,,,
tipo,LHPV3a2,0,0,5,False,,,,,,,,,,,
tipo,LHPV3a3_b,0,0,9,False,,,,,,,,,,,
tipo,LHPV3b1_a,0,0,5,False,,,,,,,,,,,
tipo,LHPV3b1_b,0,0,6,False,,,,,,,,,,,
tipo,LHPV3c1,0,0,2,False,,,,,,,,,,,
tipo,LHPV4a1,0,0,6,False,,,,,,,,,,,
tipo,LHPV4a10,0,0,12,False,,,,,,,,,,,
tipo,LHPV4a11,0,0,2,False,,,,,,,,,,,
tipo,LHPV4a2,0,0,6,False,,,,,,,,,,,
tipo,LHPV4a3,0,0,4,False,,,,,,,,,,,
tipo,LHPV4a5,0,0,12,False,,,,,,,,,,,
tipo,LHPV4a7,0,0,3,False,,,,,,,,,,,
tipo,LHPV4a7_d,0,0,2,False,,,,,,,,,,,
tipo,LHPV4a8,0,0,5,False,,,,,,,,,,,
tipo,LHPV4a9,0,0,4,False,,,,,,,,,,,
tipo,LHPV4b1,0,0,6,False,,,,,,,,,,,
tipo,LHPV4b2,0,0,8,False,,,,,,,,,,,
tipo,LHPV4b3,0,0,7,False,,,,,,,,,,,
tipo,LHPV4b4,0,0,10,False,,,,,,,,,,,
tipo,LHPV4b5,0,0,2,False,,,,,,,,,,,
tipo,LHPV4b7,0,0,2,False,,,,,,,,,,,
tipo,LHPV4b9,0,0,2,False,,,,,,,,,,,
tipo,LHPV4c1_a,0,0,2,False,,,,,,,,,,,
tipo,LHPV4c1_b,0,0,8,False,,,,,,,,,,,
tipo,LHPV4c1_c,0,0,8,False,,,,,,,,,,,
tipo,LHPV4c2,0,0,4,False,,,,,,,,,,,
tipo,LHPV4c3,0,0,4,False,,,,,,,,,,,
tipo,LHPV4c4,0,0,4,False,,,,,,,,,,,
tipo,LHPV4d10,0,0,6,False,,,,,,,,,,,
tipo,LHPV4d3,0,0,6,False,,,,,,,,,,,
tipo,LHPV4d4,0,0,4,False,,,,,,,,,,,
tipo,LHPV4d7,0,0,2,False,,,,,,,,,,,
tipo,LHPV4e1,0,0,2,False,,,,,,,,,,,
tipo,LHPV4g1,0,0,12,False,,,,,,,,,,,
tipo,LHPV4g2,0,0,8,False,,,,,,,,,,,
tipo,LHPV4h1,0,0,9,False,,,,,,,,,,,
tipo,LHPV4h3,0,0,2,False,,,,,,,,,,,
tipo,LHPV4i1,0,0,6,False,,,,,,,,,,,
tipo,LHPV4i3,0,0,8,False,,,,,,,,,,,
tipo,LHPV4i4,0,0,2,False,,,,,,,,,,,
tipo,LHPV4j2,0,0,2,False,,,,,,,,,,,
tipo,LHPV4j3,0,0,2,False,,,,,,,,,,,
tipo,LHPV4j4,0,0,2,False,,,,,,,,,,,
tipo,LHPV4k1,0,0,3,False,,,,,,,,,,,
tipo,LHPV4l1,0,0,2,False,,,,,,,,,,,
tipo,LHPV4m1,0,0,2,False,,,,,,,,,,,
tipo,LHPV5a1,0,0,12,False,,,,,,,,,,,
tipo,LHPV5a2,0,0,8,False,,,,,,,,,,,
tipo,LHPV5a3,0,0,6,False,,,,,,,,,,,
tipo,LHPV5a5,0,0,1,False,,,,,,,,,,,
tipo,LHPV5b1,0,0,20,False,,,,,,,,,,,
tipo,LHPV5b2,0,0,17,False,,,,,,,,,,,
tipo,LHPV5b3,0,0,14,False,,,,,,,,,,,
tipo,LHPV5b4,0,0,4,False,,,,,,,,,,,
tipo,LHPV5b6,0,0,6,False,,,,,,,,,,,
tipo,LHPV5c1,0,0,12,False,,,,,,,,,,,
tipo,LHPV5c1_a,0,0,8,False,,,,,,,,,,,
tipo,LHPV5c1_c,0,0,2,False,,,,,,,,,,,
tipo,LHPV5c1_d,0,0,8,False,,,,,,,,,,,
tipo,LHPV5c2,0,0,2,False,,,,,,,,,,,
tipo,LHPV5c3,0,0,12,False,,,,,,,,,,,
tipo,LHPV5d1,0,0,9,False,,,,,,,,,,,
tipo,LHPV5d3,0,0,2,False,,,,,,,,,,,
tipo,LHPV5e1,0,0,2,False,,,,,,,,,,,
tipo,LHPV5e2,0,0,2,False,,,,,,,,,,,
tipo,LHPV5e3,0,0,2,False,,,,,,,,,,,
tipo,LHPV5g1_a,0,0,5,False,,,,,,,,,,,
tipo,LHPV5g1_b,0,0,7,False,,,,,,,,,,,
tipo,LHPV5g2,0,0,6,False,,,,,,,,,,,
tipo,LHPV5h2_a,0,0,4,False,,,,,,,,,,,
tipo,LHPV5h2_b,0,0,3,False,,,,,,,,,,,
tipo,LHPV5h2_c,0,0,2,False,,,,,,,,,,,
tipo,LHPV5h4,0,0,8,False,,,,,,,,,,,
tipo,LHPV5i1,0,0,2,False,,,,,,,,,,,
tipo,LHPV5j1,0,0,4,False,,,,,,,,,,,
tipo,LHPV5l1,0,0,2,False,,,,,,,,,,,
tipo,LHPV5m1,0,0,4,False,,,,,,,,,,,
tipo,LHPV6a1,0,0,23,False,,,,,,,,,,,
tipo,LHPV6a10,0,0,2,False,,,,,,,,,,,
tipo,LHPV6a3,0,0,6,False,,,,,,,,,,,
tipo,LHPV6a9_b,0,0,7,False,,,,,,,,,,,
tipo,LHPV6c1,0,0,2,False,,,,,,,,,,,
tipo,LHPV6c2,0,0,2,False,,,,,,,,,,,
tipo,LHPV6d1,0,0,10,False,,,,,,,,,,,
tipo,LHPV6f1,0,0,11,False,,,,,,,,,,,
tipo,LHPV6f3_b,0,0,4,False,,,,,,,,,,,
