bodyId,type,class,instance,rootSide,somaSide,nt_consensus_nt
55362,LHAV4e2_b2,,LHAV4e2_b2_R,,R,glutamate
55385,LAL059,,LAL059_L,,L,gaba
55393,LHPV6d1,,LHPV6d1_R,,R,acetylcholine
55401,FC2A,CX,FC2A_C9_R,,R,acetylcholine
55415,FC2B,CX,FC2B_C1_R,,R,acetylcholine
55438,LAL110,,LAL110_R,,R,acetylcholine
55481,PFNp_c,CX,PFNp_c,,L,acetylcholine
55508,FB6K,CX,FB6K_R,,R,glutamate
55523,FB2G_b,CX,FB2G_b_R,,R,glutamate
55527,PEN_b(PEN2),CX,PEN_b(PB06b)_R6,,R,acetylcholine
55538,FC3_a,CX,FC3_a_C5_L,,L,acetylcholine
55561,CB3202,ALLN,CB3202_L,,L,acetylcholine
55566,LHAV4g7_b,,LHAV4g7_b_L,,L,gaba
55613,LHAD1a1,,LHAD1a1_L,,L,acetylcholine
55630,EPGt,CX,EPGt(PB09)_R9,,R,acetylcholine
55646,LHPV5d1,,LHPV5d1_R,,R,acetylcholine
55656,LHPD2a4_a,,LHPD2a4_a_R,,R,acetylcholine
55672,LHPV2b4,,LHPV2b4_R,,R,gaba
55789,FB2G_b,CX,FB2G_b_L,,L,glutamate
55801,LAL180,,LAL180_L,,L,acetylcholine
55842,LHAD1a1,,LHAD1a1_R,,R,acetylcholine
55869,LHAV4g7_b,,LHAV4g7_b_R,,R,gaba
55874,LHAD1d1,,LHAD1d1_R,,R,acetylcholine
55887,SAF,CX,SAF(FB9)_L,,L,glutamate
55927,LHAV6a1,,LHAV6a1_R,,R,acetylcholine
55931,LHPV5b4,,LHPV5b4_R,,R,acetylcholine
55953,FB5V_c,CX,FB5V_c_R,,R,glutamate
55990,LHAV4g6_a,,LHAV4g6_a_R,,R,gaba
56030,ORN_VA1v,olfactory,ORN_VA1v_L,L,,acetylcholine
56032,LAL150,,LAL150_L,,L,glutamate
56070,LHAV2c1,,LHAV2c1_R,,R,acetylcholine
56106,FC1E,CX,FC1E_C7_R,,R,acetylcholine
56146,FC1D,CX,FC1D_C3_L,,L,acetylcholine
56205,LHPD2c2,,LHPD2c2_L,,L,acetylcholine
56207,lLN13,ALLN,lLN13_R,,R,gaba
56232,LHAV7a7,,LHAV7a7_R,,R,glutamate
56234,VM6_lvPN,ALPN,VM6_lvPN_L,,L,acetylcholine
56305,LHPV4d7,,LHPV4d7_L,,L,glutamate
56308,LAL052,,LAL052_L,,L,glutamate
56327,FB6P,CX,FB6P_R,,R,glutamate
56350,FB4O,CX,FB4O_R,,R,glutamate
56351,LHAV4a4,,LHAV4a4_L,,L,gaba
56364,CB3447,ALPN,CB3447_L,,L,gaba
56382,FC2A,CX,FC2A_C6_L,,L,acetylcholine
56390,VM4_lvPN,ALPN,VM4_lvPN_L,,L,acetylcholine
56411,LHAV4e2_b1,,LHAV4e2_b1_R,,R,gaba
56437,LHPV4b7,,LHPV4b7_L,,L,glutamate
56464,LHAD1a2,,LHAD1a2_L,,L,acetylcholine
56466,FC3_a,CX,FC3_a_C5_R,,R,acetylcholine
56470,LHAV3b6_b,,LHAV3b6_b_L,,L,acetylcholine
56474,LHPV2b4,,LHPV2b4_L,,L,gaba
56494,LAL132_a,,LAL132_a_R,,R,glutamate
56496,LHAV2b10,,LHAV2b10_R,,R,acetylcholine
56497,LHAD1a2,,LHAD1a2_R,,R,acetylcholine
56510,DP1m_vPN,ALPN,DP1m_vPN_L,,L,gaba
56522,LHPV4a10,,LHPV4a10_R,,R,glutamate
56531,LHPV6f3_b,,LHPV6f3_b_R,,R,acetylcholine
56538,LAL067,,LAL067_R,,R,gaba
56542,hDeltaK,CX,hDeltaK_12_C10,,L,acetylcholine
56545,FC3_b,CX,FC3_b_C8_R,,R,acetylcholine
56567,FB6X,CX,FB6X_R,,R,glutamate
56581,FC1D,CX,FC1D_C4_R,,R,acetylcholine
56607,FC3_b,CX,FC3_b_C4_L,,L,acetylcholine
56609,LHPV4g2,,LHPV4g2_L,,L,glutamate
56628,FB6R,CX,FB6R_R,,R,glutamate
56635,FC1E,CX,FC1E_C1_R,,R,acetylcholine
56664,CB2471,ALLN,CB2471_R,,R,unclear
56695,FB3C,CX,FB3C_L,,L,gaba
56726,hDeltaL,CX,hDeltaL_13_C11,,L,acetylcholine
56774,LHPD2b1,,LHPD2b1_L,,L,acetylcholine
56799,FC1A,CX,FC1A_C9_L,,L,acetylcholine
56802,LHPV6a1,,LHPV6a1_L,,L,acetylcholine
56825,LHAV4d1,,LHAV4d1_R,,R,unclear
56830,vDeltaF,CX,vDeltaF_C3,,R,acetylcholine
56839,FC3_b,CX,FC3_b_C3_R,,R,acetylcholine
56877,LAL151,,LAL151_R,,R,glutamate
56888,M_vPNml60,ALPN,M_vPNml60_L,,L,gaba
56900,LHPV4g2,,LHPV4g2_R,,R,glutamate
56905,FC2C,CX,FC2C_C9_L,,L,acetylcholine
56966,LHAV4d5,,LHAV4d5_R,,R,gaba
56988,LAL188_b,,LAL188_b_R,,R,acetylcholine
56993,ER3a_a,CX,ER3a_a_L,,L,gaba
57102,LAL035,,LAL035_L,,L,acetylcholine
57110,LHAV4d1,,LHAV4d1_L,,L,unclear
57252,FS1A_c,CX,FS1A_c_C3_L,,L,acetylcholine
57260,VM6_lvPN,ALPN,VM6_lvPN_R,,R,acetylcholine
57278,FB6U,CX,FB6U_R,,R,glutamate
57309,FC1B,CX,FC1B_C7_R,,R,acetylcholine
57331,LHPV4c2,,LHPV4c2_R,,R,glutamate
57353,FB2F_c,CX,FB2F_c_R,,R,glutamate
57384,PFR_a,CX,PFR_a(PB11a)_R5_C5,,R,unclear
57394,M_vPNml53,ALPN,M_vPNml53_R,,R,gaba
57415,ORN_VM6v,olfactory,ORN_VM6v_L,L,,acetylcholine
57493,LHAV4a7,,LHAV4a7_R,,R,gaba
57502,LHAV4d5,,LHAV4d5_L,,L,gaba
57528,LHPV4b2,,LHPV4b2_R,,R,glutamate
57536,PFNp_c,CX,PFNp_c,,L,acetylcholine
57542,v2LN46,ALLN,v2LN46_R,,R,glutamate
57587,FC3_a,CX,FC3_a_C4_R,,R,acetylcholine
57591,EPGt,CX,EPGt(PB09)_L9,,L,acetylcholine
57595,LAL180,,LAL180_L,,L,acetylcholine
57600,PFNm_b,CX,PFNm_b_R7_C4,,R,acetylcholine
57603,FC2C,CX,FC2C_C9_L,,L,acetylcholine
57625,hDeltaG,CX,hDeltaG_12_C7,,L,acetylcholine
57645,LHPV4d3,,LHPV4d3_R,,R,glutamate
57675,LHPV4c4,,LHPV4c4_L,,L,glutamate
57676,ORN_DP1m,olfactory,ORN_DP1m_L,L,,acetylcholine
57707,LHPV6a3,,LHPV6a3_L,,L,acetylcholine
57783,lLN12A,ALLN,lLN12A_R,,R,acetylcholine
57851,FB2G_a,CX,FB2G_a_L,,L,glutamate
57863,LHAD1i1,,LHAD1i1_R,,R,acetylcholine
57864,LHAV4e2_b2,,LHAV4e2_b2_R,,R,glutamate
57888,v2LN32,ALLN,v2LN32_R,,R,glutamate
57892,LHAD1b1_b,,LHAD1b1_b_R,,R,acetylcholine
57916,LHPV5a1,,LHPV5a1_R,,R,acetylcholine
57923,LHPV4a1,,LHPV4a1_L,,L,glutamate
57932,v2LN41,ALLN,v2LN41_L,,L,unclear
57934,vDeltaF,CX,vDeltaF_C9,,R,acetylcholine
57935,FR1,CX,FR1(FQ4)_C7_L,,L,acetylcholine
57936,LHAV4e7_b,,LHAV4e7_b_R,,R,glutamate
57956,LHAV4c2,,LHAV4c2_L,,L,gaba
57957,LHAV5a2_a2,,LHAV5a2_a2_R,,R,acetylcholine
57993,LHAV4b2,,LHAV4b2_L,,L,gaba
58009,M_adPNm8,ALPN,M_adPNm8_L,,L,acetylcholine
58016,LAL067,,LAL067_L,,L,gaba
58027,LHPV4g2,,LHPV4g2_R,,R,glutamate
58040,LHAV4e2_b1,,LHAV4e2_b1_R,,R,gaba
58053,LHPV5a2,,LHPV5a2_R,,R,acetylcholine
58073,FC1D,CX,FC1D_C8_R,,R,acetylcholine
58102,LHPV5h2_a,,LHPV5h2_a_L,,L,acetylcholine
58113,FC1C_b,CX,FC1C_C7_R,,R,acetylcholine
58146,vDeltaH,CX,vDeltaH_C3,,R,acetylcholine
58159,LHAV4a4,,LHAV4a4_R,,R,gaba
58161,LHPV2a5,,LHPV2a5_L,,L,gaba
58163,M_vPNml77,ALPN,M_vPNml77_L,,L,gaba
58166,LHAV4d1,,LHAV4d1_R,,R,unclear
58226,M_vPNml60,ALPN,M_vPNml60_R,,R,gaba
58243,FB5W_a,CX,FB5W_a_L,,L,glutamate
58244,vDeltaF,CX,vDeltaF_C8,,R,acetylcholine
58290,LHPV5c1_a,,LHPV5c1_a_R,,R,acetylcholine
58291,LHAV2a5,,LHAV2a5_L,,L,acetylcholine
58322,FS2,CX,FS2_C2_L,,L,acetylcholine
58335,FC3_b,CX,FC3_b_C7_L,,L,acetylcholine
58346,LHAD1c2,,LHAD1c2_L,,L,acetylcholine
58359,LHPD3a4_b,,LHPD3a4_b_R,,R,glutamate
58366,LHAV9a1_c,,LHAV9a1_c_R,,R,acetylcholine
58401,MBON15,MBON,MBON15(a'1)_R,,R,acetylcholine
58408,v2LN3A1_a,ALLN,v2LN3A1_a_L,,L,acetylcholine
58433,LHPV4b2,,LHPV4b2_R,,R,glutamate
58434,M_lvPNm37,ALPN,M_lvPNm37_R,,R,acetylcholine
58435,LHPV2c5,,LHPV2c5_R,,R,unclear
58447,hDeltaC,CX,hDeltaC_07_C6,,R,acetylcholine
58496,M_lvPNm40,ALPN,M_lvPNm40_R,,R,acetylcholine
58500,DC4_vPN,ALPN,DC4_vPN_R,,R,gaba
58552,FB4Q_c,CX,FB4Q_c_R,,R,glutamate
58561,PFGs,CX,PFGs(PB10)_L8_C8,,L,unclear
58565,FC1B,CX,FC1B_C8_L,,L,acetylcholine
58568,LHPV4d10,,LHPV4d10_R,,R,glutamate
58585,PFNm_a,CX,PFNm_a_L8_C7,,L,acetylcholine
58600,LHAV5a6_a,,LHAV5a6_a_R,,R,acetylcholine
58603,LHPV4d4,,LHPV4d4_R,,R,glutamate
58622,DP1l_vPN,ALPN,DP1l_vPN_R,,R,gaba
58623,LHAV3b1,,LHAV3b1_L,,L,acetylcholine
58637,LHAV6a3,,LHAV6a3_R,,R,acetylcholine
58704,LAL043_d,,LAL043_d_R,,R,gaba
58713,LHAV5a2_a4,,LHAV5a2_a4_L,,L,acetylcholine
58730,FR1,CX,FR1(FQ4)_C2_R,,R,acetylcholine
58738,LHPD3a2_c,,LHPD3a2_c_R,,R,glutamate
58810,LHAV2c1,,LHAV2c1_R,,R,acetylcholine
58830,LHAD3a1,,LHAD3a1_R,,R,acetylcholine
58834,EL,CX,EL_R,,R,octopamine
58836,LHPV4c4,,LHPV4c4_R,,R,glutamate
58838,LHAV4b2,,LHAV4b2_R,,R,gaba
58845,v2LN47,ALLN,v2LN47_R,,R,glutamate
58849,LHPV5g1_b,,LHPV5g1_b_R,,R,acetylcholine
58878,LHAD3e1_a,,LHAD3e1_a_R,,R,acetylcholine
58939,LHPV4a10,,LHPV4a10_L,,L,glutamate
58948,LHAV4e2_b2,,LHAV4e2_b2_L,,L,glutamate
58960,LHAV3e6,,LHAV3e6_R,,R,acetylcholine
58971,LHPV5a1,,LHPV5a1_R,,R,acetylcholine
58975,LHPV4a5,,LHPV4a5_R,,R,glutamate
59018,vDeltaI_a,CX,vDeltaI_a_C4,,L,acetylcholine
59035,LHCENT12_b,,LHCENT12_b_R,,R,glutamate
59037,LHPV5h4,,LHPV5h4_R,,R,acetylcholine
59108,PFR_a,CX,PFR_a(PB11a)_R6_C4,,R,unclear
59111,LHPV2a1_c,,LHPV2a1_c_L,,L,gaba
59130,LHPV4c1_b,,LHPV4c1_b_R,,R,glutamate
59176,vDeltaE,CX,vDeltaE_C4,,R,acetylcholine
59212,LHAD1a4_b,,LHAD1a4_b_R,,R,acetylcholine
59230,ER3m,CX,ER3m_R,,R,gaba
59257,LHPV4a8,,LHPV4a8_R,,R,glutamate
59266,LHAV4b1,,LHAV4b1_R,,R,gaba
59275,vDeltaG,CX,vDeltaG_C7,,L,acetylcholine
59288,PFR_a,CX,PFR_a(PB11a)_R3_C7,,R,unclear
59317,LHAV2k5,,LHAV2k5_L,,L,acetylcholine
59329,v2LN34A,ALLN,v2LN34A_L,,L,glutamate
59337,ER3w_b,CX,ER3w_b_L,,L,gaba
59339,LHPV4i3,,LHPV4i3_L,,L,glutamate
59389,LHPD3a5,,LHPD3a5_R,,R,glutamate
59422,LHAV4a6,,LHAV4a6_R,,R,gaba
59425,IbSpsP,CX,IbSpsP(PB17)_R6,,R,acetylcholine
59429,vDeltaG,CX,vDeltaG_C6,,R,acetylcholine
59434,vDeltaG,CX,vDeltaG_C7,,L,acetylcholine
59485,FB5G_c,CX,FB5G_c_R,,R,glutamate
59502,LHPV2a4,,LHPV2a4_R,,R,gaba
59516,CB4083,ALLN,CB4083_R,,R,glutamate
59518,M_vPNml75,ALPN,M_vPNml75_L,,L,gaba
59560,LHAV2b7_a,,LHAV2b7_a_L,,L,acetylcholine
59601,LHPV2a5,,LHPV2a5_R,,R,gaba
59658,M_lPNm13,ALPN,M_lPNm13_R,,R,acetylcholine
59678,v2LN46,ALLN,v2LN46_R,,R,glutamate
59719,FC1D,CX,FC1D_C1_R,,R,acetylcholine
59733,LHAD1b2_b,,LHAD1b2_b_R,,R,acetylcholine
59735,PFNm_a,CX,PFNm_a_R2_C9,,R,acetylcholine
59771,LHAV4g1,,LHAV4g1_L,,L,gaba
59772,LHAV5a2_a2,,LHAV5a2_a2_R,,R,acetylcholine
59796,M_lPNm13,ALPN,M_lPNm13_R,,R,acetylcholine
59806,FC3_c,CX,FC3_c_C6_L,,L,acetylcholine
59813,FC1D,CX,FC1D_C6_L,,L,acetylcholine
59836,LHAV1a4,,LHAV1a4_L,,L,acetylcholine
59843,LHPV5b3,,LHPV5b3_R,,R,acetylcholine
59846,FB4E_a,CX,FB4E_a_L,,L,glutamate
59919,LHPV4b2,,LHPV4b2_R,,R,glutamate
59929,FR2,CX,FR2_C7_R,,R,acetylcholine
59938,LHAV6a5,,LHAV6a5_R,,R,acetylcholine
59939,LHPD5e1,,LHPD5e1_R,,R,acetylcholine
59961,LHAV4d1,,LHAV4d1_R,,R,unclear
59969,hDeltaA,CX,hDeltaA_14_C12,,L,acetylcholine
59983,PFNv,CX,PFNv(PB05)_R4_C7,,R,acetylcholine
59994,PFR_b,CX,PFR_b(PB11b)_L4_C5,,L,acetylcholine
60017,DL2d_vPN,ALPN,DL2d_vPN_L,,L,gaba
60049,LHAV3e6,,LHAV3e6_L,,L,acetylcholine
60054,FB1E_a,CX,FB1E_a_L,,L,glutamate
60086,hDeltaJ,CX,hDeltaJ_11_C9,,L,acetylcholine
60105,LHAV2k1,,LHAV2k1_L,,L,acetylcholine
60109,LHAV6a3,,LHAV6a3_L,,L,acetylcholine
60215,FC1B,CX,FC1B_C9_L,,L,acetylcholine
60236,CB2772,ALPN,CB2772_L,,L,gaba
60253,LHPV3b1_b,,LHPV3b1_b_R,,R,acetylcholine
60258,LHPV5c2,,LHPV5c2_R,,R,acetylcholine
60268,CB2471,ALLN,CB2471_L,,L,unclear
60292,LHPV4b3,,LHPV4b3_R,,R,glutamate
60323,FC1A,CX,FC1A_C3_R,,R,acetylcholine
60346,LHAV4d5,,LHAV4d5_L,,L,gaba
60361,PFNa,CX,PFNa(PB03)_R4_C7,,R,acetylcholine
60365,FB1A,CX,FB1A_L,,L,glutamate
60370,vDeltaE,CX,vDeltaE_C8,,R,acetylcholine
60381,FB7J,CX,FB7J_R,,R,glutamate
60429,LHAV3b8,,LHAV3b8_L,,L,acetylcholine
60435,LHPD3a4_b,,LHPD3a4_b_R,,R,glutamate
60449,PFNp_c,CX,PFNp_c,,R,acetylcholine
60474,FC3_b,CX,FC3_b_C6_L,,L,acetylcholine
60481,PFNp_a,CX,PFNp_a,,R,acetylcholine
60498,ORN_DM1,olfactory,ORN_DM1_R,R,,acetylcholine
60532,LHPV6k1,,LHPV6k1_L,,L,glutamate
60547,LHAV5a6_b,,LHAV5a6_b_R,,R,acetylcholine
60586,FC3_a,CX,FC3_a_C2_L,,L,acetylcholine
60590,LHPD3a4_b,,LHPD3a4_b_R,,R,glutamate
60609,LAL136_b,,LAL136_b_R,,R,acetylcholine
60623,lLN9,ALLN,lLN9_R,,R,gaba
60670,FC2C,CX,FC2C_C1_R,,R,acetylcholine
60784,LHPV2a5,,LHPV2a5_L,,L,gaba
60845,LHAV6a3,,LHAV6a3_R,,R,acetylcholine
60910,LHAV4d1,,LHAV4d1_R,,R,unclear
61079,LAL133_e,,LAL133_e_L,,L,glutamate
61139,LHPV6d1,,LHPV6d1_L,,L,acetylcholine
61152,LHPV2c2,,LHPV2c2_L,,L,unclear
61167,LHPD2a4_a,,LHPD2a4_a_R,,R,acetylcholine
61233,LHAV5a8,,LHAV5a8_R,,R,acetylcholine
61234,PFNp_c,CX,PFNp_c,,R,acetylcholine
61272,LHAV2k5,,LHAV2k5_R,,R,acetylcholine
61273,ER1_b,CX,ER1_b_L,,L,gaba
61278,vDeltaG,CX,vDeltaG_C4,,R,acetylcholine
61290,PFNp_c,CX,PFNp_c,,R,acetylcholine
61294,LHPV2c2,,LHPV2c2_R,,R,unclear
61296,vDeltaG,CX,vDeltaG_C4,,L,acetylcholine
61398,FR1,CX,FR1(FQ4)_C8_L,,L,acetylcholine
61451,hDeltaL,CX,hDeltaL_03_C3,,R,acetylcholine
61531,LHAV7a7,,LHAV7a7_R,,R,glutamate
61540,LHAV2b10,,LHAV2b10_L,,L,acetylcholine
61553,PFR_a,CX,PFR_a(PB11a)_R2_C8,,R,unclear
61568,FC1D,CX,FC1D_C3_R,,R,acetylcholine
61572,CB2908,ALLN,CB2908_R,,R,acetylcholine
61577,LHAV2h1,,LHAV2h1_L,,L,acetylcholine
61588,LHAV4e2_b1,,LHAV4e2_b1_L,,L,gaba
61590,EL,CX,EL_R,,R,octopamine
61648,LHPV6f3_b,,LHPV6f3_b_R,,R,acetylcholine
61704,FB2M_a,CX,FB2M_a_L,,L,glutamate
61731,FC3_c,CX,FC3_c_C4_L,,L,acetylcholine
61790,LHPV11a1,,LHPV11a1_L,,L,acetylcholine
61795,CB2471,ALLN,CB2471_L,,L,unclear
61845,EL,CX,EL_L,,L,octopamine
61871,FB5Z,CX,FB5Z_L,,L,glutamate
61883,LAL071,,LAL071_R,,R,gaba
61894,LHPV5a1,,LHPV5a1_R,,R,acetylcholine
61908,LHAV3g1,,LHAV3g1_R,,R,glutamate
61929,LHPV6d1,,LHPV6d1_R,,R,acetylcholine
61930,FC1C_b,CX,FC1C_C3_R,,R,acetylcholine
61941,DP1l_vPN,ALPN,DP1l_vPN_R,,R,gaba
61978,FC1D,CX,FC1D_C7_L,,L,acetylcholine
61982,LHAV4a4,,LHAV4a4_R,,R,gaba
62020,FB8I,CX,FB8I_R,,R,glutamate
62054,LHAV4b2,,LHAV4b2_R,,R,gaba
62113,ORN_D,olfactory,ORN_D_R,R,,acetylcholine
62177,LHAV2b4,,LHAV2b4_L,,L,acetylcholine
62193,FB6P,CX,FB6P_L,,L,glutamate
62207,LAL144,,LAL144_L,,L,acetylcholine
62262,FC1C_b,CX,FC1C_C3_L,,L,acetylcholine
62281,LHPV3a2,,LHPV3a2_L,,L,acetylcholine
62286,M_lPNm11A,ALPN,M_lPNm11A_L,,L,acetylcholine
62306,LHAD1f4,,LHAD1f4_R,,R,glutamate
62367,LHAV4a7,,LHAV4a7_L,,L,gaba
62429,CB3417,ALLN,CB3417_L,,L,unclear
62443,FC1F,CX,FC1F_C7_L,,L,acetylcholine
62463,PFNa,CX,PFNa(PB03)_L6_C5,,L,acetylcholine
62476,LHPV6a1,,LHPV6a1_R,,R,acetylcholine
62526,LHAV2h1,,LHAV2h1_L,,L,acetylcholine
62555,lLN9,ALLN,lLN9_R,,R,gaba
62570,FB6T,CX,FB6T_L,,L,glutamate
62576,lLN14,ALLN,lLN14_L,,L,gaba
62648,LHCENT12_b,,LHCENT12_b_L,,L,glutamate
62692,v2LN3A1_b,ALLN,v2LN3A1_b_L,,L,acetylcholine
62712,FC1E,CX,FC1E_C3_R,,R,acetylcholine
62732,FB1D,CX,FB1D_R,,R,glutamate
62740,LHPV5h4,,LHPV5h4_R,,R,acetylcholine
62751,LHPV6f1,,LHPV6f1_R,,R,acetylcholine
62763,LHAV6a3,,LHAV6a3_L,,L,acetylcholine
62771,LHPV4g1,,LHPV4g1_R,,R,glutamate
62790,FS1A_a,CX,FS1A_a_C8_R,,R,acetylcholine
62794,LHPV4d4,,LHPV4d4_R,,R,glutamate
62821,FC1D,CX,FC1D_C8_R,,R,acetylcholine
62837,M_vPNml76,ALPN,M_vPNml76_L,,L,gaba
62879,LHAV4e2_b1,,LHAV4e2_b1_L,,L,gaba
62909,LHAV6a3,,LHAV6a3_L,,L,acetylcholine
62962,FC3_b,CX,FC3_b_C8_R,,R,acetylcholine
63046,VL2p_vPN,ALPN,VL2p_vPN_R,,R,gaba
63078,LHPV6a1,,LHPV6a1_R,,R,acetylcholine
63122,FB5V_c,CX,FB5V_c_L,,L,glutamate
63166,LHAD1b1_b,,LHAD1b1_b_R,,R,acetylcholine
63179,hDeltaJ,CX,hDeltaJ_02_C2,,R,acetylcholine
63204,LAL055,,LAL055_L,,L,acetylcholine
63261,vDeltaG,CX,vDeltaG_C6,,L,acetylcholine
63266,LHAV2g3,,LHAV2g3_L,,L,acetylcholine
63277,hDeltaF,CX,hDeltaF_05_C2b,,R,acetylcholine
63324,vDeltaJ,CX,vDeltaJ_C2,,L,acetylcholine
63336,M_VPNml66,ALPN,M_VPNml66_L,,L,gaba
63395,FB5W_a,CX,FB5W_a_R,,R,glutamate
63408,CB4083,ALLN,CB4083_L,,L,glutamate
63411,LHAV1a4,,LHAV1a4_L,,L,acetylcholine
63424,LHPV4c3,,LHPV4c3_L,,L,glutamate
63551,LHPD2a4_b,,LHPD2a4_b_L,,L,acetylcholine
63592,LHAD1c2,,LHAD1c2_L,,L,acetylcholine
63612,vDeltaE,CX,vDeltaE_C3,,L,acetylcholine
63635,vDeltaG,CX,vDeltaG_C4,,L,acetylcholine
63639,FB8E,CX,FB8E_R,,R,glutamate
63652,FS1B_a,CX,FS1B_a_C8_L,,L,acetylcholine
63675,LAL136_b,,LAL136_b_L,,L,acetylcholine
63681,LHAV2f2_a,,LHAV2f2_a_L,,L,gaba
63722,LHAV4a7,,LHAV4a7_R,,R,gaba
63782,ER3d_c,CX,ER3d_c_L,,L,gaba
63798,LHPV7a2,,LHPV7a2_L,,L,acetylcholine
63838,FC1D,CX,FC1D_C9_L,,L,acetylcholine
63840,LHPD4a1,,LHPD4a1_R,,R,glutamate
63861,LHPV2c2,,LHPV2c2_L,,L,unclear
63883,M_adPNm8,ALPN,M_adPNm8_L,,L,acetylcholine
63901,v2LN4,ALLN,v2LN4_L,,L,acetylcholine
63923,LAL113,,LAL113_L,,L,gaba
63927,v2LN38,ALLN,v2LN38_L,,L,acetylcholine
63954,LHPV2b3,,LHPV2b3_R,,R,gaba
63981,LHPV4i1,,LHPV4i1_R,,R,glutamate
63998,FB3C,CX,FB3C_R,,R,gaba
64003,LHPV4a5,,LHPV4a5_L,,L,glutamate
64029,PFNa,CX,PFNa(PB03)_L6_C5,,L,acetylcholine
64107,LHAV9a1_a,,LHAV9a1_a_L,,L,acetylcholine
64117,LHPV4a5,,LHPV4a5_L,,L,glutamate
64139,FC1C_a,CX,FC1C_a_C1_R,,R,acetylcholine
64140,LAL133_d,,LAL133_d_L,,L,glutamate
64153,LHPV2c1_a,,LHPV2c1_a_R,,R,gaba
64176,LAL071,,LAL071_R,,R,gaba
64180,LAL196,,LAL196_L,,L,acetylcholine
64230,LHPV4a3,,LHPV4a3_R,,R,glutamate
64270,FC2C,CX,FC2C_C8_L,,L,acetylcholine
64298,PFNp_b,CX,PFNp_b,,L,acetylcholine
64301,LAL153,,LAL153_R,,R,acetylcholine
64325,FB6K,CX,FB6K_R,,R,glutamate
64329,LHAV4e7_b,,LHAV4e7_b_R,,R,glutamate
64365,FS2,CX,FS2_C8_L,,L,acetylcholine
64400,LHPV6h1_b,,LHPV6h1_b_R,,R,acetylcholine
64407,LHAV6a3,,LHAV6a3_R,,R,acetylcholine
64416,vDeltaE,CX,vDeltaE_C3,,R,acetylcholine
64464,FS1B_a,CX,FS1B_a_C2_R,,R,acetylcholine
64468,vDeltaK,CX,vDeltaK_C3,,R,acetylcholine
64489,LHAV7a7,,LHAV7a7_R,,R,glutamate
64506,LHAV5a2_b,,LHAV5a2_b_R,,R,acetylcholine
64512,LHPV8c1,,LHPV8c1_L,,L,acetylcholine
64541,PFNa,CX,PFNa(PB03)_L4_C3,,L,acetylcholine
64569,CB1296_a,ALPN,CB1296_a_L,,L,gaba
64591,FC1E,CX,FC1E_C4_L,,L,acetylcholine
64627,LAL043_a,,LAL043_a_L,,L,unclear
64683,LHPV2c4,,LHPV2c4_R,,R,gaba
64684,FC3_c,CX,FC3_c_C9_L,,L,acetylcholine
64703,LHAD1f4,,LHAD1f4_R,,R,glutamate
64727,LHAD1f1,,LHAD1f1_L,,L,glutamate
64795,LHPV4b3,,LHPV4b3_L,,L,glutamate
64835,LHPV5g2,,LHPV5g2_R,,R,acetylcholine
64842,FC1E,CX,FC1E_C1_R,,R,acetylcholine
64891,LHAV4e2_b1,,LHAV4e2_b1_L,,L,gaba
64908,LHAV4g1,,LHAV4g1_R,,R,gaba
64956,FB7B,CX,FB7B_L,,L,unclear
65000,FB7D_b,CX,FB7D_b_L,,L,glutamate
65047,FB6X,CX,FB6X_L,,L,glutamate
65054,vDeltaL,CX,vDeltaL_C6,,R,acetylcholine
65085,vDeltaD,CX,vDeltaD_C8,,R,acetylcholine
65103,LHAV2b1,,LHAV2b1_L,,L,acetylcholine
65179,M_vPNml57,ALPN,M_vPNml57_L,,L,gaba
65180,PFNm_a,CX,PFNm_a_L2_C1,,L,acetylcholine
65187,FB7K,CX,FB7K_R,,R,glutamate
65273,VM6_lvPN,ALPN,VM6_lvPN_R,,R,acetylcholine
65316,LHPV5h2_b,,LHPV5h2_b_R,,R,acetylcholine
65365,LHPV6a1,,LHPV6a1_R,,R,acetylcholine
65375,LAL071,,LAL071_L,,L,gaba
65381,LHPV4h1,,LHPV4h1_R,,R,glutamate
65396,LHAD1d2,,LHAD1d2_R,,R,acetylcholine
65426,ORN_VM6v,olfactory,ORN_VM6v_R,R,,acetylcholine
65472,LAL116,,LAL116_L,,L,acetylcholine
65579,FC3_a,CX,FC3_a_C4_R,,R,acetylcholine
65604,LHPV2c2,,LHPV2c2_R,,R,unclear
65657,vDeltaI_a,CX,vDeltaI_a_C2,,L,acetylcholine
65705,FB5Q,CX,FB5Q_L,,L,glutamate
65722,PFNp_e,CX,PFNp_e,,R,acetylcholine
65769,LHAV2k10,,LHAV2k10_L,,L,acetylcholine
65825,LHPD2a5_b,,LHPD2a5_b_R,,R,glutamate
65860,LHAV2a2,,LHAV2a2_L,,L,acetylcholine
65932,LHAV2b1,,LHAV2b1_L,,L,acetylcholine
65947,FC1F,CX,FC1F_C4_L,,L,acetylcholine
65949,LAL110,,LAL110_R,,R,acetylcholine
66007,M_lvPNm41,ALPN,M_lvPNm41_L,,L,acetylcholine
66076,LHAV4d5,,LHAV4d5_R,,R,gaba
66087,CB2589,ALPN,CB2589_R,,R,gaba
66127,LAL090,,LAL090_L,,L,glutamate
66146,LHAV6a3,,LHAV6a3_R,,R,acetylcholine
66198,LAL087,,LAL087_R,,R,glutamate
66205,FC3_c,CX,FC3_c_C4_R,,R,acetylcholine
